,Natural Language Query,Generated SQL Query,Result
               51              77         8/25/2013
               72              39         8/25/2013
               56              55         8/20/2013
               47              67         8/23/2013
               48              77         8/25/2013
               50              82         1/22/2014
               58              56         8/20/2013
                9               6          8/7/2013
               74              47         8/19/2013
               39              66         8/23/2013
               61              77         8/25/2013
               71              82         1/22/2014
               50              70         8/23/2013
               54              60         8/21/2013
               82              76         8/25/2013
               67              72         8/23/2013
               59              56         8/20/2013
               77              60         8/21/2013
               64              63         8/22/2013
               77              42         8/19/2013
               74              57         8/21/2013
               56              55         8/20/2013
                5               8          8/5/2013
               62              45         8/19/2013
               51              69         8/23/2013
               67              64         8/22/2013
               75              51         8/20/2013
               50              54         8/20/2013
               39              72         8/23/2013
               77              62         8/22/2013
               74              57         8/21/2013
               49              59         8/21/2013
               76              58         8/21/2013
               45              45         8/19/2013
               72              45         8/19/2013
               84              80        12/31/2013
                6              80        12/31/2013
               56              67         8/23/2013
               27              29         8/15/2013
               47              74         8/25/2013
               72              39         8/25/2013
               62              61         8/22/2013
               71              60         8/21/2013
               72              72         8/23/2013
               72              72         8/23/2013
               74              46         8/19/2013
               39              72         8/23/2013
               75              54         8/20/2013
               77              50         8/20/2013
               72              47         8/19/2013
               56              48         8/19/2013
               55              60         8/21/2013
               39              72         8/23/2013
               47              55         8/20/2013
               39              69         8/23/2013
               50              60         8/21/2013
               77              48         8/19/2013
               41              77         8/25/2013
               45              77         8/25/2013
               41              69         8/23/2013
               60              54         8/20/2013
               60              54         8/20/2013
               60              54         8/20/2013
               64              67         8/23/2013
               61              39         8/25/2013
               74              70         8/23/2013
               42              77         8/25/2013
               51              63         8/22/2013
               48              59         8/21/2013
               48              59         8/21/2013
               39              67         8/23/2013
               56              55         8/20/2013
               61              71         8/23/2013
               75              69         8/23/2013
               55              54         8/20/2013
               74              61         8/22/2013
               57              61         8/22/2013
               47              50         8/20/2013
               76              67         8/23/2013
               60              77         8/25/2013
                8               8          8/5/2013
               55              69         8/23/2013
               60              74         8/25/2013
               70              82         1/22/2014
               45              77         8/25/2013
               70              77         8/25/2013
               58              71         8/23/2013
               65              67         8/23/2013
               37              36         8/14/2013
               65              65         8/22/2013
               76              74         8/25/2013
               66              65         8/22/2013
               74              69         8/23/2013
               56              70         8/23/2013
               70              39         8/25/2013
               61              50         8/20/2013
               61              74         8/25/2013
               66              39         8/25/2013
               75              47         8/19/2013
               63              50         8/20/2013
               62              50         8/20/2013
               60              60         8/21/2013
               71              58         8/21/2013
               55              74         8/25/2013
               50              76         8/25/2013
               36              35         8/15/2013
               62              42         8/19/2013
               60              45         8/19/2013
               63              51         8/20/2013
               50              50         8/20/2013
               70              74         8/25/2013
               60              70         8/23/2013
               50              65         8/22/2013
               51              70         8/23/2013
               55              67         8/23/2013
               39              67         8/23/2013
               56              39         8/25/2013
               75              69         8/23/2013
               55              70         8/23/2013
               63              69         8/23/2013
               63              82         1/22/2014
               55              56         8/20/2013
               48              42         8/19/2013
               41              70         8/23/2013
               60              50         8/20/2013
               56              69         8/23/2013
               82              70         8/23/2013
               82              70         8/23/2013
               56              69         8/23/2013
               66              75         8/25/2013
               65              50         8/20/2013
               49              70         8/23/2013
               61              77         8/25/2013
               65              72         8/23/2013
               42              48         8/19/2013
               49              70         8/23/2013
               41              55         8/20/2013
               64              50         8/20/2013
               64              50         8/20/2013
               68              39         8/25/2013
               74              70         8/23/2013
               74              70         8/23/2013
               42              70         8/23/2013
               57              55         8/20/2013
               60              50         8/20/2013
               67              69         8/23/2013
               67              69         8/23/2013
               65              69         8/23/2013
               69              55         8/20/2013
               65              69         8/23/2013
                5               2          8/6/2013
               64              39         8/25/2013
               54              69         8/23/2013
               61              50         8/20/2013
               51              41         8/19/2013
               70              54         8/20/2013
               74              70         8/23/2013
               65              72         8/23/2013
               11               2          8/6/2013
               61              50         8/20/2013
               76              55         8/20/2013
               58              67         8/23/2013
               47              50         8/20/2013
               60              50         8/20/2013
               60              50         8/20/2013
               47              70         8/23/2013
               55              69         8/23/2013
               41              61         8/22/2013
               60              50         8/20/2013
               55              70         8/23/2013
               64              82         1/22/2014
               60              50         8/20/2013
               50              54         8/20/2013
               57              51         8/20/2013
               32              28         8/15/2013
               82              75         8/25/2013
               72              55         8/20/2013
               70              39         8/25/2013
               69              67         8/23/2013
               58              69         8/23/2013
               41              70         8/23/2013
               48              70         8/23/2013
               32              28         8/15/2013
               68              76         8/25/2013
               82              76         8/25/2013
               71              70         8/23/2013
               50              70         8/23/2013
               60              48         8/19/2013
               50              70         8/23/2013
                4               2          8/6/2013
               64              50         8/20/2013
               47              75         8/25/2013
               59              69         8/23/2013
               74              64         8/22/2013
               25              34         8/14/2013
               41              70         8/23/2013
               55              70         8/23/2013
               45              70         8/23/2013
               67              69         8/23/2013
               37              34         8/14/2013
               56              69         8/23/2013
               48              60         8/21/2013
               64              50         8/20/2013
               64              77         8/25/2013
               41              70         8/23/2013
               72              55         8/20/2013
               45              67         8/23/2013
               50              54         8/20/2013
               58              77         8/25/2013
               50              71         8/23/2013
               48              60         8/21/2013
               48              60         8/21/2013
               67              69         8/23/2013
               48              74         8/25/2013
               75              82         1/22/2014
               45              55         8/20/2013
               72              69         8/23/2013
               62              70         8/23/2013
               41              70         8/23/2013
               68              68         8/23/2013
               51              70         8/23/2013
               49              74         8/25/2013
               50              65         8/22/2013
               75              69         8/23/2013
               60              74         8/25/2013
               56              70         8/23/2013
               65              69         8/23/2013
               61              50         8/20/2013
               64              50         8/20/2013
               67              55         8/20/2013
               50              70         8/23/2013
               61              74         8/25/2013
               64              77         8/25/2013
               65              51         8/20/2013
               69              39         8/25/2013
               65              50         8/20/2013
               66              69         8/23/2013
               47              67         8/23/2013
               65              72         8/23/2013
                6               2          8/6/2013
               71              67         8/23/2013
               27              30         8/16/2013
               51              70         8/23/2013
               48              74         8/25/2013
               62              70         8/23/2013
               48              74         8/25/2013
               70              55         8/20/2013
               68              69         8/23/2013
               39              69         8/23/2013
               75              70         8/23/2013
               65              50         8/20/2013
               58              50         8/20/2013
               74              70         8/23/2013
               32              28         8/15/2013
               65              72         8/23/2013
               49              70         8/23/2013
               82              69         8/23/2013
               64              50         8/20/2013
               39              69         8/23/2013
               77              73         8/21/2013
               55              70         8/23/2013
               77              70         8/23/2013
               59              55         8/20/2013
               56              70         8/23/2013
               65              69         8/23/2013
               66              56         8/20/2013
               56              60         8/21/2013
               51              70         8/23/2013
               41              70         8/23/2013
               54              50         8/20/2013
               31              29         8/15/2013
               62              61         8/22/2013
               62              55         8/20/2013
               55              70         8/23/2013
               49              69         8/23/2013
               75              70         8/23/2013
               64              70         8/23/2013
               60              74         8/25/2013
               63              70         8/23/2013
               35              35         8/15/2013
               60              74         8/25/2013
               77              70         8/23/2013
               48              69         8/23/2013
               69              39         8/25/2013
               74              70         8/23/2013
               57              74         8/25/2013
               51              70         8/23/2013
               76              70         8/23/2013
               38              34         8/14/2013
               77              50         8/20/2013
               68              50         8/20/2013
               74              69         8/23/2013
               25              22         8/15/2013
               51              69         8/23/2013
               63              62         8/22/2013
               70              72         8/23/2013
               68              69         8/23/2013
               60              74         8/25/2013
               47              50         8/20/2013
               64              73         8/21/2013
               48              55         8/20/2013
               61              50         8/20/2013
               63              69         8/23/2013
               41              61         8/22/2013
               82              69         8/23/2013
               73              55         8/20/2013
               57              69         8/23/2013
               82              77         8/25/2013
               55              69         8/23/2013
               60              50         8/20/2013
               41              60         8/21/2013
               51              70         8/23/2013
               75              67         8/23/2013
               45              55         8/20/2013
               48              69         8/23/2013
               77              69         8/23/2013
               75              54         8/20/2013
               57              55         8/20/2013
               74              69         8/23/2013
               57              50         8/20/2013
                2               9          8/5/2013
               45              51         8/20/2013
               60              55         8/20/2013
               59              60         8/21/2013
               76              61         8/22/2013
               67              69         8/23/2013
               70              57         8/21/2013
               67              70         8/23/2013
               64              55         8/20/2013
               47              65         8/22/2013
               67              59         8/21/2013
               65              69         8/23/2013
               56              45         8/19/2013
               68              45         8/19/2013
               55              70         8/23/2013
                6               2          8/6/2013
               60              63         8/22/2013
               27              28         8/15/2013
               80              11          8/6/2013
               48              56         8/20/2013
               58              55         8/20/2013
               64              59         8/21/2013
               55              62         8/22/2013
               45              55         8/20/2013
               82              54         8/20/2013
               45              76         8/25/2013
               76              55         8/20/2013
               65              72         8/23/2013
               42              61         8/22/2013
               27              28         8/15/2013
               54              69         8/23/2013
               70              50         8/20/2013
               60              74         8/25/2013
               70              66         8/23/2013
               62              50         8/20/2013
               42              55         8/20/2013
               64              50         8/20/2013
               32              28         8/15/2013
               60              51         8/20/2013
               64              46         8/19/2013
               70              55         8/20/2013
               50              65         8/22/2013
               57              39         8/25/2013
               27              28         8/15/2013
               64              77         8/25/2013
               45              55         8/20/2013
               77              69         8/23/2013
               69              65         8/22/2013
               55              49         8/20/2013
               62              69         8/23/2013
               50              70         8/23/2013
               76              60         8/21/2013
               63              74         8/25/2013
               56              70         8/23/2013
                4               2          8/6/2013
               60              74         8/25/2013
               69              51         8/20/2013
               63              50         8/20/2013
               42              70         8/23/2013
               46              70         8/23/2013
               65              62         8/22/2013
               42              55         8/20/2013
               66              72         8/23/2013
               59              55         8/20/2013
               74              70         8/23/2013
               55              69         8/23/2013
               42              70         8/23/2013
               63              70         8/23/2013
               41              61         8/22/2013
               55              70         8/23/2013
               72              69         8/23/2013
               57              71         8/23/2013
               72              77         8/25/2013
               74              63         8/22/2013
               55              65         8/22/2013
               39              70         8/23/2013
               56              59         8/21/2013
               65              69         8/23/2013
               32              28         8/15/2013
               68              66         8/23/2013
               42              63         8/22/2013
               67              49         8/20/2013
               76              70         8/23/2013
               68              74         8/25/2013
               42              60         8/21/2013
               55              54         8/20/2013
               50              70         8/23/2013
               65              55         8/20/2013
               64              77         8/25/2013
               32              28         8/15/2013
               69              54         8/20/2013
               57              62         8/22/2013
               39              65         8/22/2013
               65              69         8/23/2013
               60              51         8/20/2013
               67              46         8/19/2013
               51              70         8/23/2013
               62              50         8/20/2013
               55              69         8/23/2013
               45              75         8/25/2013
               50              61         8/22/2013
               70              60         8/21/2013
               69              58         8/21/2013
               77              69         8/23/2013
               62              74         8/25/2013
               45              54         8/20/2013
               65              72         8/23/2013
               42              72         8/23/2013
               49              48         8/19/2013
               62              50         8/20/2013
               74              70         8/23/2013
               61              63         8/22/2013
               62              70         8/23/2013
               74              47         8/19/2013
               66              69         8/23/2013
               61              42         8/19/2013
               29              33         8/16/2013
               67              69         8/23/2013
               62              74         8/25/2013
               49              70         8/23/2013
               74              70         8/23/2013
               74              70         8/23/2013
               42              63         8/22/2013
               34              37         8/14/2013
               68              47         8/19/2013
               34              37         8/14/2013
               68              70         8/23/2013
               48              70         8/23/2013
                7              16          8/7/2013
               74              61         8/22/2013
               28              30         8/16/2013
               82              61         8/22/2013
               70              60         8/21/2013
               82              70         8/23/2013
               60              54         8/20/2013
               74              65         8/22/2013
               63              60         8/21/2013
               65              69         8/23/2013
               57              69         8/23/2013
               39              69         8/23/2013
               74              59         8/21/2013
               62              55         8/20/2013
               77              59         8/21/2013
               55              70         8/23/2013
               60              74         8/25/2013
               37              34         8/14/2013
               61              42         8/19/2013
               82              56         8/20/2013
               62              61         8/22/2013
               82              55         8/20/2013
               71              66         8/23/2013
               45              65         8/22/2013
               68              70         8/23/2013
               62              77         8/25/2013
               76              55         8/20/2013
               51              70         8/23/2013
                4               2          8/6/2013
                2               4          8/6/2013
               31              29         8/15/2013
               28              27         8/16/2013
               67              69         8/23/2013
               67              39         8/25/2013
               61              50         8/20/2013
                5               2          8/6/2013
               74              59         8/21/2013
               75              60         8/21/2013
               65              61         8/22/2013
               70              77         8/25/2013
               74              70         8/23/2013
               69              57         8/21/2013
               39              74         8/25/2013
               70              60         8/21/2013
               68              70         8/23/2013
               42              69         8/23/2013
               26              22         8/15/2013
               50              69         8/23/2013
               48              75         8/25/2013
                4               2          8/6/2013
               62              41         8/19/2013
               58              76         8/25/2013
               66              69         8/23/2013
               71              63         8/22/2013
               63              69         8/23/2013
               77              69         8/23/2013
               82              55         8/20/2013
               82              70         8/23/2013
               62              69         8/23/2013
               60              50         8/20/2013
               39              75         8/25/2013
               68              74         8/25/2013
               42              71         8/23/2013
               55              69         8/23/2013
               32              28         8/15/2013
               77              50         8/20/2013
               61              62         8/22/2013
               45              68         8/23/2013
               65              69         8/23/2013
               57              69         8/23/2013
               68              59         8/21/2013
               55              74         8/25/2013
               76              70         8/23/2013
               60              69         8/23/2013
               51              69         8/23/2013
               60              69         8/23/2013
               65              61         8/22/2013
               49              63         8/22/2013
               50              71         8/23/2013
               55              56         8/20/2013
               62              77         8/25/2013
               75              59         8/21/2013
               72              69         8/23/2013
               70              41         8/19/2013
               69              65         8/22/2013
               70              55         8/20/2013
               69              57         8/21/2013
               77              55         8/20/2013
               67              69         8/23/2013
               65              65         8/22/2013
               77              69         8/23/2013
               67              71         8/23/2013
                2               7          8/7/2013
                2               7          8/7/2013
               54              69         8/23/2013
               28              33         8/16/2013
               60              74         8/25/2013
               77              55         8/20/2013
               60              74         8/25/2013
               60              60         8/21/2013
               60              60         8/21/2013
               57              57         8/21/2013
               28              32        12/31/2013
               57              69         8/23/2013
               76              70         8/23/2013
                2              84          4/9/2014
                2              16          8/7/2013
               74              70         8/23/2013
               57              55         8/20/2013
               51              54         8/20/2013
               61              47         8/19/2013
               82              74         8/25/2013
               80               6          8/7/2013
               56              67         8/23/2013
               61              77         8/25/2013
               65              70         8/23/2013
               67              46         8/19/2013
               50              70         8/23/2013
               75              39         8/25/2013
               39              55         8/20/2013
               51              61         8/22/2013
               56              39         8/25/2013
               77              54         8/20/2013
               51              61         8/22/2013
               74              60         8/21/2013
               63              77         8/25/2013
               41              63         8/22/2013
               76              67         8/23/2013
               70              42         8/19/2013
               22              83         2/20/2014
               70              42         8/19/2013
               70              50         8/20/2013
               77              73         8/21/2013
               69              64         8/22/2013
               70              61         8/22/2013
               60              55         8/20/2013
               28              32        12/31/2013
               28              32        12/31/2013
               57              74         8/25/2013
               28              30         8/16/2013
               61              74         8/25/2013
               65              49         8/20/2013
               37              34         8/14/2013
               48              69         8/23/2013
               70              61         8/22/2013
               48              50         8/20/2013
               64              46         8/19/2013
               57              67         8/23/2013
               22              26         8/12/2013
               76              61         8/22/2013
               55              70         8/23/2013
               64              77         8/25/2013
               48              70         8/23/2013
               36              29         8/15/2013
               66              55         8/20/2013
               77              54         8/20/2013
               65              72         8/23/2013
               69              65         8/22/2013
               76              66         8/23/2013
               82              75         8/25/2013
               51              60         8/21/2013
               41              70         8/23/2013
               65              74         8/25/2013
               63              64         8/22/2013
               77              64         8/22/2013
               49              61         8/22/2013
               42              60         8/21/2013
               77              54         8/20/2013
               42              60         8/21/2013
               64              63         8/22/2013
               77              71         8/23/2013
               63              65         8/22/2013
               61              49         8/20/2013
               61              77         8/25/2013
               67              60         8/21/2013
               77              66         8/23/2013
               64              49         8/20/2013
               48              74         8/25/2013
               42              55         8/20/2013
               64              58         8/21/2013
               74              70         8/23/2013
               69              61         8/22/2013
               61              63         8/22/2013
               63              77         8/25/2013
               77              39         8/25/2013
               64              74         8/25/2013
               74              61         8/22/2013
               69              65         8/22/2013
               74              60         8/21/2013
               51              73         8/21/2013
               76              61         8/22/2013
               74              75         8/25/2013
               59              49         8/20/2013
               69              64         8/22/2013
               28              33         8/16/2013
               75              72         8/23/2013
               76              69         8/23/2013
               69              64         8/22/2013
               61              77         8/25/2013
               61              74         8/25/2013
               47              57         8/21/2013
               66              76         8/25/2013
               57              65         8/22/2013
               49              42         8/19/2013
               69              39         8/25/2013
               76              69         8/23/2013
               68              67         8/23/2013
               50              61         8/22/2013
               63              76         8/25/2013
               68              61         8/22/2013
               77              41         8/19/2013
               69              65         8/22/2013
               63              69         8/23/2013
               69              39         8/25/2013
               70              49         8/20/2013
               45              58         8/21/2013
               65              49         8/20/2013
               69              50         8/20/2013
               77              82         1/22/2014
               49              65         8/22/2013
               77              70         8/23/2013
               68              74         8/25/2013
               65              50         8/20/2013
               61              60         8/21/2013
               57              69         8/23/2013
               63              64         8/22/2013
               54              50         8/20/2013
               57              69         8/23/2013
               64              77         8/25/2013
               57              69         8/23/2013
               63              70         8/23/2013
               32              28         8/15/2013
               61              71         8/23/2013
               72              56         8/20/2013
               67              57         8/21/2013
               77              61         8/22/2013
               69              65         8/22/2013
               49              61         8/22/2013
               60              54         8/20/2013
               50              54         8/20/2013
               68              69         8/23/2013
               74              70         8/23/2013
               28              32        12/31/2013
               70              76         8/25/2013
               70              82         1/22/2014
               55              73         8/21/2013
               49              69         8/23/2013
               35              37         8/14/2013
               69              65         8/22/2013
               55              69         8/23/2013
               77              82         1/22/2014
               76              73         8/21/2013
               67              70         8/23/2013
               60              77         8/25/2013
               47              66         8/23/2013
               56              55         8/20/2013
               60              74         8/25/2013
               51              60         8/21/2013
               68              70         8/23/2013
               51              60         8/21/2013
               10               8          8/5/2013
               47              64         8/22/2013
               31              27         8/16/2013
               50              70         8/23/2013"
4,Which trip started from the station with the largest dock count? Give me the trip id.,"SELECT SELECT trip.id
FROM trip
JOIN station ON trip.start_station_id = station.id
WHERE station.dock_count = (SELECT MAX(dock_count) FROM station);","An error occurred: Execution failed on sql 'SELECT SELECT trip.id
FROM trip
JOIN station ON trip.start_station_id = station.id
WHERE station.dock_count = (SELECT MAX(dock_count) FROM station);': near ""SELECT"": syntax error"
5,What is the id of the trip that started from the station with the highest dock count?,"SELECT trip.id
FROM trip
JOIN station ON trip.start_station_id = station.id
ORDER BY station.dock_count DESC
LIMIT 1;","    id
900506"
6,Count the number of trips that did not end in San Francisco city.,"SELECT COUNT(*) 
FROM trip 
JOIN station ON trip.end_station_id = station.id 
WHERE station.city != 'San Francisco';"," COUNT(*)
      999"
7,How many trips did not end in San Francisco?,"SELECT COUNT(*) 
FROM trip 
JOIN station ON trip.end_station_id = station.id 
WHERE station.city != 'San Francisco';"," COUNT(*)
      999"
8,"In zip code 94107, on which day neither Fog nor Rain was not observed?","SELECT date 
FROM weather 
WHERE zip_code = 94107 AND events NOT IN ('Fog', 'Rain');","      date
 8/29/2013
 8/30/2013
 8/31/2013
  9/1/2013
  9/2/2013
  9/3/2013
  9/4/2013
  9/5/2013
  9/6/2013
  9/7/2013
  9/8/2013
  9/9/2013
 9/10/2013
 9/11/2013
 9/13/2013
 9/14/2013
 9/15/2013
 9/16/2013
 9/17/2013
 9/18/2013
 9/19/2013
 9/20/2013
 9/22/2013
 9/23/2013
 9/24/2013
 9/25/2013
 9/26/2013
 9/27/2013
 9/28/2013
 9/29/2013
 10/1/2013
 10/2/2013
 10/3/2013
 10/4/2013
 10/5/2013
 10/6/2013
 10/7/2013
 10/8/2013
 10/9/2013
10/10/2013
10/11/2013
10/13/2013
10/14/2013
10/15/2013
10/16/2013
10/17/2013
10/18/2013
10/19/2013
10/21/2013
10/24/2013
10/25/2013
10/28/2013
10/29/2013
10/30/2013
10/31/2013
 11/1/2013
 11/2/2013
 11/3/2013
 11/4/2013
 11/5/2013
 11/6/2013
 11/7/2013
 11/9/2013
11/10/2013
11/11/2013
11/12/2013
11/14/2013
11/15/2013
11/16/2013
11/17/2013
11/18/2013
11/22/2013
11/23/2013
11/24/2013
11/25/2013
11/26/2013
11/27/2013
11/28/2013
 12/1/2013
 12/2/2013
 12/3/2013
 12/4/2013
 12/5/2013
 12/8/2013
 12/9/2013
12/10/2013
12/11/2013
12/12/2013
12/13/2013
12/14/2013
12/15/2013
12/16/2013
12/17/2013
12/18/2013
12/19/2013
12/20/2013
12/21/2013
12/22/2013
12/23/2013
12/24/2013
12/25/2013
12/26/2013
12/27/2013
12/28/2013
12/29/2013
12/30/2013
  1/1/2014
  1/2/2014
  1/3/2014
  1/5/2014
  1/6/2014
  1/8/2014
  1/9/2014
 1/10/2014
 1/11/2014
 1/12/2014
 1/13/2014
 1/14/2014
 1/15/2014
 1/16/2014
 1/17/2014
 1/18/2014
 1/19/2014
 1/20/2014
 1/21/2014
 1/22/2014
 1/23/2014
 1/24/2014
 1/25/2014
 1/26/2014
 1/27/2014
 1/28/2014
 1/31/2014
  2/1/2014
  2/3/2014
  2/4/2014
 2/11/2014
 2/14/2014
 2/16/2014
 2/17/2014
 2/18/2014
 2/19/2014
 2/20/2014
 2/21/2014
 2/22/2014
 2/23/2014
 2/24/2014
 2/25/2014
 2/28/2014
  3/7/2014
 3/11/2014
 3/12/2014
 3/13/2014
 3/14/2014
 3/17/2014
 3/18/2014
 3/19/2014
 3/20/2014
 3/21/2014
 3/22/2014
 3/23/2014
 3/24/2014
 3/27/2014
 3/30/2014
  4/3/2014
  4/5/2014
  4/6/2014
  4/7/2014
  4/8/2014
  4/9/2014
 4/10/2014
 4/11/2014
 4/12/2014
 4/13/2014
 4/14/2014
 4/15/2014
 4/16/2014
 4/17/2014
 4/18/2014
 4/19/2014
 4/20/2014
 4/21/2014
 4/23/2014
 4/26/2014
 4/28/2014
 4/29/2014
 4/30/2014
  5/1/2014
  5/3/2014
  5/4/2014
  5/5/2014
  5/6/2014
  5/7/2014
  5/9/2014
 5/10/2014
 5/11/2014
 5/12/2014
 5/13/2014
 5/14/2014
 5/15/2014
 5/16/2014
 5/17/2014
 5/18/2014
 5/19/2014
 5/20/2014
 5/21/2014
 5/22/2014
 5/23/2014
 5/24/2014
 5/25/2014
 5/26/2014
 5/27/2014
 5/28/2014
 5/29/2014
 5/30/2014
 5/31/2014
  6/1/2014
  6/2/2014
  6/3/2014
  6/4/2014
  6/5/2014
  6/6/2014
  6/7/2014
  6/8/2014
  6/9/2014
 6/10/2014
 6/11/2014
 6/12/2014
 6/13/2014
 6/14/2014
 6/15/2014
 6/16/2014
 6/17/2014
 6/18/2014
 6/19/2014
 6/20/2014
 6/21/2014
 6/22/2014
 6/23/2014
 6/24/2014
 6/25/2014
 6/27/2014
 6/28/2014
 6/29/2014
 6/30/2014
  7/1/2014
  7/2/2014
  7/3/2014
  7/4/2014
  7/5/2014
  7/6/2014
  7/7/2014
  7/8/2014
  7/9/2014
 7/10/2014
 7/11/2014
 7/12/2014
 7/13/2014
 7/14/2014
 7/15/2014
 7/16/2014
 7/17/2014
 7/18/2014
 7/19/2014
 7/20/2014
 7/21/2014
 7/23/2014
 7/24/2014
 7/25/2014
 7/26/2014
 7/27/2014
 7/28/2014
 7/29/2014
 7/30/2014
 7/31/2014
  8/1/2014
  8/2/2014
  8/3/2014
  8/4/2014
  8/5/2014
  8/7/2014
  8/8/2014
  8/9/2014
 8/10/2014
 8/11/2014
 8/12/2014
 8/13/2014
 8/14/2014
 8/15/2014
 8/16/2014
 8/17/2014
 8/18/2014
 8/20/2014
 8/21/2014
 8/22/2014
 8/23/2014
 8/24/2014
 8/25/2014
 8/26/2014
 8/27/2014
 8/28/2014
 8/29/2014
 8/31/2014
  9/1/2014
  9/2/2014
  9/3/2014
  9/4/2014
  9/5/2014
  9/6/2014
  9/7/2014
  9/8/2014
  9/9/2014
 9/10/2014
 9/11/2014
 9/12/2014
 9/13/2014
 9/14/2014
 9/15/2014
 9/16/2014
 9/19/2014
 9/20/2014
 9/21/2014
 9/22/2014
 9/26/2014
 9/27/2014
 9/28/2014
 9/29/2014
 9/30/2014
 10/1/2014
 10/2/2014
 10/3/2014
 10/4/2014
 10/5/2014
 10/8/2014
 10/9/2014
10/10/2014
10/11/2014
10/12/2014
10/13/2014
10/14/2014
10/16/2014
10/17/2014
10/18/2014
10/19/2014
10/21/2014
10/22/2014
10/24/2014
10/26/2014
10/27/2014
10/29/2014
10/30/2014
 11/1/2014
 11/2/2014
 11/3/2014
 11/5/2014
 11/6/2014
11/11/2014
11/15/2014
11/16/2014
11/17/2014
11/18/2014
11/20/2014
11/21/2014
11/23/2014
11/24/2014
11/25/2014
11/26/2014
11/28/2014
 12/4/2014
 12/6/2014
 12/8/2014
12/10/2014
12/13/2014
12/21/2014
12/24/2014
12/25/2014
12/26/2014
12/27/2014
12/28/2014
12/30/2014
12/31/2014
  1/1/2015
  1/2/2015
  1/3/2015
  1/4/2015
  1/5/2015
  1/6/2015
  1/7/2015
  1/8/2015
  1/9/2015
 1/14/2015
 1/16/2015
 1/17/2015
 1/19/2015
 1/21/2015
 1/22/2015
 1/23/2015
 1/24/2015
 1/25/2015
 1/26/2015
 1/27/2015
  2/1/2015
  2/2/2015
  2/3/2015
  2/5/2015
  2/9/2015
 2/11/2015
 2/12/2015
 2/13/2015
 2/14/2015
 2/15/2015
 2/16/2015
 2/17/2015
 2/18/2015
 2/19/2015
 2/20/2015
 2/21/2015
 2/23/2015
 2/25/2015
 2/26/2015
 2/27/2015
 2/28/2015
  3/1/2015
  3/2/2015
  3/3/2015
  3/4/2015
  3/5/2015
  3/6/2015
  3/7/2015
  3/9/2015
 3/12/2015
 3/13/2015
 3/14/2015
 3/15/2015
 3/16/2015
 3/17/2015
 3/18/2015
 3/19/2015
 3/20/2015
 3/21/2015
 3/23/2015
 3/24/2015
 3/25/2015
 3/26/2015
 3/28/2015
 3/29/2015
 3/30/2015
 3/31/2015
  4/1/2015
  4/2/2015
  4/3/2015
  4/4/2015
  4/6/2015
  4/9/2015
 4/10/2015
 4/11/2015
 4/12/2015
 4/13/2015
 4/14/2015
 4/15/2015
 4/16/2015
 4/17/2015
 4/18/2015
 4/19/2015
 4/20/2015
 4/21/2015
 4/22/2015
 4/23/2015
 4/26/2015
 4/27/2015
 4/28/2015
 4/29/2015
 4/30/2015
  5/1/2015
  5/2/2015
  5/3/2015
  5/4/2015
  5/5/2015
  5/6/2015
  5/8/2015
  5/9/2015
 5/10/2015
 5/11/2015
 5/12/2015
 5/13/2015
 5/15/2015
 5/16/2015
 5/17/2015
 5/18/2015
 5/19/2015
 5/22/2015
 5/23/2015
 5/24/2015
 5/25/2015
 5/27/2015
 5/28/2015
 5/29/2015
 5/30/2015
 5/31/2015
  6/2/2015
  6/3/2015
  6/4/2015
  6/5/2015
  6/6/2015
  6/7/2015
  6/8/2015
  6/9/2015
 6/10/2015
 6/11/2015
 6/12/2015
 6/13/2015
 6/14/2015
 6/15/2015
 6/16/2015
 6/17/2015
 6/18/2015
 6/19/2015
 6/20/2015
 6/21/2015
 6/22/2015
 6/23/2015
 6/24/2015
 6/25/2015
 6/26/2015
 6/27/2015
 6/28/2015
 6/29/2015
 6/30/2015
  7/1/2015
  7/2/2015
  7/3/2015
  7/4/2015
  7/5/2015
  7/7/2015
  7/8/2015
 7/10/2015
 7/11/2015
 7/12/2015
 7/13/2015
 7/14/2015
 7/15/2015
 7/16/2015
 7/17/2015
 7/18/2015
 7/19/2015
 7/20/2015
 7/21/2015
 7/22/2015
 7/23/2015
 7/24/2015
 7/25/2015
 7/26/2015
 7/27/2015
 7/28/2015
 7/29/2015
 7/30/2015
 7/31/2015
  8/1/2015
  8/2/2015
  8/3/2015
  8/4/2015
  8/5/2015
  8/6/2015
  8/7/2015
  8/8/2015
  8/9/2015
 8/10/2015
 8/11/2015
 8/12/2015
 8/13/2015
 8/14/2015
 8/15/2015
 8/16/2015
 8/17/2015
 8/18/2015
 8/19/2015
 8/20/2015
 8/21/2015
 8/22/2015
 8/23/2015
 8/24/2015
 8/25/2015
 8/26/2015
 8/27/2015
 8/28/2015
 8/30/2015
 8/31/2015"
9,On which day has it neither been foggy nor rained in the zip code of 94107?,"SELECT date 
FROM weather 
WHERE events NOT LIKE '%Fog%' 
AND events NOT LIKE '%Rain%' 
AND zip_code = 94107;","      date
 8/29/2013
 8/30/2013
 8/31/2013
  9/1/2013
  9/2/2013
